"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-01-12","2020","01","12","†","-6.5","","-14.0","","-10.3","","28.3","","0.0","","0.0","","14.0","","14.0","","196","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-01-13","2020","01","13","†","-13.5","","-21.5","","-17.5","","35.5","","0.0","","0.0","","0.0","T","0.0","T","198","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-01-14","2020","01","14","†","-12.0","","-23.5","","-17.8","","35.8","","0.0","","0.0","","3.0","","3.0","","194","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-01-15","2020","01","15","†","-7.5","","-22.0","","-14.8","","32.8","","0.0","","0.0","","32.0","","32.0","","189","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-01-16","2020","01","16","†","-8.0","","-15.0","","-11.5","","29.5","","0.0","","0.0","","14.0","","14.0","","214","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-01-17","2020","01","17","†","-6.0","","-13.5","","-9.8","","27.8","","0.0","","0.0","","8.0","","8.0","","212","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-01-18","2020","01","18","†","-1.5","","-13.0","","-7.3","","25.3","","0.0","","0.0","","18.0","","18.0","","211","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-01-19","2020","01","19","†","2.5","","-4.0","","-0.8","","18.8","","0.0","","6.8","","8.0","","14.8","","216","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-01-20","2020","01","20","†","-0.5","","-2.0","","-1.3","","19.3","","0.0","","0.0","","13.0","","13.0","","207","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-01-21","2020","01","21","†","-2.0","","-4.5","","-3.3","","21.3","","0.0","","0.0","","30.0","","30.0","","208","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-01-22","2020","01","22","†","0.0","","-5.0","","-2.5","","20.5","","0.0","","0.0","","32.0","","32.0","","227","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-01-23","2020","01","23","†","1.0","","-4.5","","-1.8","","19.8","","0.0","","0.0","","10.0","","10.0","","247","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-01-24","2020","01","24","†","-0.5","","-2.5","","-1.5","","19.5","","0.0","","0.0","","14.0","","14.0","","238","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-01-25","2020","01","25","†","-0.5","","-5.0","","-2.8","","20.8","","0.0","","0.0","","5.0","","5.0","","235","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-01-26","2020","01","26","†","-2.0","","-5.0","","-3.5","","21.5","","0.0","","0.0","","15.0","","15.0","","232","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-01-27","2020","01","27","†","-3.0","","-7.0","","-5.0","","23.0","","0.0","","0.0","","9.0","","9.0","","238","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-01-28","2020","01","28","†","-0.5","","-7.0","","-3.8","","21.8","","0.0","","0.0","","7.0","","7.0","","239","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-01-29","2020","01","29","†","-1.0","","-4.5","","-2.8","","20.8","","0.0","","0.0","","16.0","","16.0","","241","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-01-30","2020","01","30","†","1.0","","-6.5","","-2.8","","20.8","","0.0","","0.0","","18.0","","18.0","","245","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-01-31","2020","01","31","†","1.5","","-5.5","","-2.0","","20.0","","0.0","","38.1","","18.0","","56.1","","255","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-02-01","2020","02","01","†","-0.5","","-8.0","","-4.3","","22.3","","0.0","","0.0","","1.0","","1.0","","253","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-02-02","2020","02","02","†","-7.0","","-14.0","","-10.5","","28.5","","0.0","","0.0","","7.0","","7.0","","246","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-02-03","2020","02","03","†","-7.0","","-15.5","","-11.3","","29.3","","0.0","","0.0","","1.0","","1.0","","247","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-02-04","2020","02","04","†","-3.0","","-15.0","","-9.0","","27.0","","0.0","","0.0","","7.0","","7.0","","246","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-02-05","2020","02","05","†","-0.5","","-6.5","","-3.5","","21.5","","0.0","","0.0","","1.0","","1.0","","249","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-02-06","2020","02","06","†","-2.5","","-5.0","","-3.8","","21.8","","0.0","","0.0","","8.0","","8.0","","247","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-02-07","2020","02","07","†","-2.0","","-7.0","","-4.5","","22.5","","0.0","","0.0","","12.0","","12.0","","252","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-02-08","2020","02","08","†","-4.0","","-8.0","","-6.0","","24.0","","0.0","","0.0","","0.0","","0.0","","258","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-02-09","2020","02","09","†","-0.5","","-9.5","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","254","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-02-10","2020","02","10","†","1.5","","-5.0","","-1.8","","19.8","","0.0","","0.0","","0.0","T","0.0","T","252","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-02-11","2020","02","11","†","-4.0","","-5.0","","-4.5","","22.5","","0.0","","0.0","","0.0","","0.0","","248","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-02-12","2020","02","12","†","-0.5","","-7.0","","-3.8","","21.8","","0.0","","0.0","","3.0","","3.0","","243","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-02-13","2020","02","13","†","-5.0","","-8.0","","-6.5","","24.5","","0.0","","0.0","","7.0","","7.0","","245","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-02-14","2020","02","14","†","-4.5","","-8.0","","-6.3","","24.3","","0.0","","0.0","","4.0","","4.0","","247","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-02-15","2020","02","15","†","-3.5","","-8.0","","-5.8","","23.8","","0.0","","0.0","","0.0","T","0.0","T","246","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-02-16","2020","02","16","†","-6.0","","-9.0","","-7.5","","25.5","","0.0","","0.0","","1.0","","1.0","","243","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-02-17","2020","02","17","†","-5.5","","-11.0","","-8.3","","26.3","","0.0","","0.0","","0.0","","0.0","","243","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-02-18","2020","02","18","†","-1.5","","-11.0","","-6.3","","24.3","","0.0","","0.0","","0.0","","0.0","","242","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-02-19","2020","02","19","†","2.5","","-8.0","","-2.8","","20.8","","0.0","","0.0","","0.0","","0.0","","242","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-02-20","2020","02","20","†","1.0","","-4.5","","-1.8","","19.8","","0.0","","0.0","","0.0","","0.0","","238","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-02-21","2020","02","21","†","-1.5","","-3.5","","-2.5","","20.5","","0.0","","0.0","","11.0","","11.0","","238","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-02-22","2020","02","22","†","-2.0","","-6.0","","-4.0","","22.0","","0.0","","0.0","","9.0","","9.0","","248","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-02-23","2020","02","23","†","-4.5","","-7.5","","-6.0","","24.0","","0.0","","0.0","","13.0","","13.0","","253","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-02-24","2020","02","24","†","-5.5","","-9.5","","-7.5","","25.5","","0.0","","0.0","","0.0","","0.0","","258","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-02-25","2020","02","25","†","-1.0","","-10.0","","-5.5","","23.5","","0.0","","0.0","","1.0","","1.0","","254","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-02-26","2020","02","26","†","-2.5","","-6.5","","-4.5","","22.5","","0.0","","0.0","","0.0","T","0.0","T","252","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-02-27","2020","02","27","†","-1.5","","-6.0","","-3.8","","21.8","","0.0","","0.0","","1.0","","1.0","","250","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-02-28","2020","02","28","†","-2.0","","-6.0","","-4.0","","22.0","","0.0","","0.0","","21.0","","21.0","","249","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-02-29","2020","02","29","†","-4.5","","-8.0","","-6.3","","24.3","","0.0","","0.0","","0.0","T","0.0","T","264","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-01","2020","03","01","†","-5.5","","-9.0","","-7.3","","25.3","","0.0","","0.0","","1.0","","1.0","","260","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-02","2020","03","02","†","-2.5","","-8.0","","-5.3","","23.3","","0.0","","0.0","","1.0","","1.0","","257","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-03","2020","03","03","†","-2.5","","-5.5","","-4.0","","22.0","","0.0","","0.0","","1.0","","1.0","","255","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-04","2020","03","04","†","-5.0","","-9.5","","-7.3","","25.3","","0.0","","0.0","","3.0","","3.0","","253","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-05","2020","03","05","†","-4.0","","-9.5","","-6.8","","24.8","","0.0","","0.0","","32.0","","32.0","","252","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-06","2020","03","06","†","-5.0","","-11.5","","-8.3","","26.3","","0.0","","0.0","","0.0","","0.0","","273","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-07","2020","03","07","†","-5.5","","-12.0","","-8.8","","26.8","","0.0","","0.0","","6.0","","6.0","","268","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-08","2020","03","08","†","-6.5","","-11.5","","-9.0","","27.0","","0.0","","0.0","","0.0","","0.0","","268","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-09","2020","03","09","†","-5.0","","-12.0","","-8.5","","26.5","","0.0","","0.0","","3.0","","3.0","","265","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-10","2020","03","10","†","-3.5","","-9.0","","-6.3","","24.3","","0.0","","0.0","","2.0","","2.0","","264","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-11","2020","03","11","†","-2.0","","-8.0","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","260","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-12","2020","03","12","†","-5.0","","-11.5","","-8.3","","26.3","","0.0","","0.0","","2.0","","2.0","","258","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-13","2020","03","13","†","-10.0","","-13.0","","-11.5","","29.5","","0.0","","0.0","","0.0","","0.0","","258","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-14","2020","03","14","†","-15.5","","-22.0","","-18.8","","36.8","","0.0","","0.0","","0.0","","0.0","","255","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-15","2020","03","15","†","-3.5","","-20.0","","-11.8","","29.8","","0.0","","0.0","","0.0","","0.0","","253","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-16","2020","03","16","†","5.5","","-11.5","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","252","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-17","2020","03","17","†","2.0","","-2.5","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","250","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-18","2020","03","18","†","4.0","","-7.0","","-1.5","","19.5","","0.0","","0.0","","0.0","","0.0","","249","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-19","2020","03","19","†","4.5","","-4.5","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","246","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-20","2020","03","20","†","3.5","","-4.0","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","245","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-21","2020","03","21","†","5.5","","-4.0","","0.8","","17.2","","0.0","","0.0","","0.0","","0.0","","244","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-22","2020","03","22","†","0.5","","-3.0","","-1.3","","19.3","","0.0","","0.0","","2.0","","2.0","","242","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-23","2020","03","23","†","-5.0","","-7.0","","-6.0","","24.0","","0.0","","0.0","","8.0","","8.0","","244","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-24","2020","03","24","†","-3.5","","-9.5","","-6.5","","24.5","","0.0","","0.0","","2.0","","2.0","","250","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-25","2020","03","25","†","-2.5","","-10.0","","-6.3","","24.3","","0.0","","0.0","","0.0","","0.0","","248","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-26","2020","03","26","†","-3.5","","-7.0","","-5.3","","23.3","","0.0","","0.0","","4.0","","4.0","","246","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-27","2020","03","27","†","-1.5","","-5.5","","-3.5","","21.5","","0.0","","0.0","","4.0","","4.0","","248","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-28","2020","03","28","†","-2.0","","-3.0","","-2.5","","20.5","","0.0","","0.0","","20.0","","20.0","","250","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-29","2020","03","29","†","-3.5","","-5.5","","-4.5","","22.5","","0.0","","0.0","","37.0","","37.0","","265","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-30","2020","03","30","†","-0.5","","-8.0","","-4.3","","22.3","","0.0","","0.0","","13.0","","13.0","","293","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-03-31","2020","03","31","†","-2.0","","-9.0","","-5.5","","23.5","","0.0","","0.0","","3.0","","3.0","","293","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-01","2020","04","01","†","-6.5","","-12.0","","-9.3","","27.3","","0.0","","0.0","","0.0","T","0.0","T","288","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-02","2020","04","02","†","-5.0","","-11.5","","-8.3","","26.3","","0.0","","0.0","","3.0","","3.0","","284","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-03","2020","04","03","†","-6.5","","-10.5","","-8.5","","26.5","","0.0","","0.0","","3.0","","3.0","","281","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-04","2020","04","04","†","-6.0","","-11.5","","-8.8","","26.8","","0.0","","0.0","","0.0","T","0.0","T","279","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-05","2020","04","05","†","-2.5","","-9.5","","-6.0","","24.0","","0.0","","0.0","","0.0","T","0.0","T","276","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-06","2020","04","06","†","1.0","","-8.0","","-3.5","","21.5","","0.0","","0.0","","0.0","","0.0","","273","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-07","2020","04","07","†","1.5","","-4.0","","-1.3","","19.3","","0.0","","0.0","","0.0","","0.0","","270","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-08","2020","04","08","†","8.5","","-4.0","","2.3","","15.7","","0.0","","0.0","","0.0","","0.0","","266","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-09","2020","04","09","†","10.5","","2.5","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","260","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-10","2020","04","10","†","6.5","","2.0","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","252","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-11","2020","04","11","†","-1.0","","-7.0","","-4.0","","22.0","","0.0","","0.0","","0.0","","0.0","","248","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-12","2020","04","12","†","0.5","","-8.0","","-3.8","","21.8","","0.0","","0.0","","0.0","","0.0","","247","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-13","2020","04","13","†","4.5","","-6.0","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","245","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-14","2020","04","14","†","7.5","","-1.5","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","245","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-15","2020","04","15","†","3.5","","-0.5","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","241","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-16","2020","04","16","†","6.5","","-2.0","","2.3","","15.7","","0.0","","0.0","","0.0","","0.0","","240","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-17","2020","04","17","†","6.0","","-0.5","","2.8","","15.2","","0.0","","0.0","T","0.0","","0.0","T","236","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-18","2020","04","18","†","6.5","","-1.0","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","234","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-19","2020","04","19","†","5.5","","0.0","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","231","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-20","2020","04","20","†","7.0","","-0.5","","3.3","","14.7","","0.0","","0.0","","0.0","","0.0","","225","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-21","2020","04","21","†","4.0","","0.5","","2.3","","15.7","","0.0","","0.0","","0.0","T","0.0","T","224","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-22","2020","04","22","†","3.0","","-1.5","","0.8","","17.2","","0.0","","1.7","","0.0","","1.7","","222","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-23","2020","04","23","†","3.0","","-1.5","","0.8","","17.2","","0.0","","0.0","","0.0","","0.0","","220","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-24","2020","04","24","†","3.0","","-2.0","","0.5","","17.5","","0.0","","4.7","","1.0","","5.7","","218","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-25","2020","04","25","†","0.5","","-1.5","","-0.5","","18.5","","0.0","","5.0","","6.0","","11.0","","218","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-26","2020","04","26","†","-0.5","","-4.0","","-2.3","","20.3","","0.0","","0.0","","9.0","","9.0","","221","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-27","2020","04","27","†","0.0","","-3.0","","-1.5","","19.5","","0.0","","0.0","","0.0","T","0.0","T","227","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-28","2020","04","28","†","15.0","","-5.0","","5.0","","13.0","","0.0","","0.0","","1.0","","1.0","","223","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-29","2020","04","29","†","5.5","","-2.0","","1.8","","16.2","","0.0","","23.3","","0.0","T","23.3","","227","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-04-30","2020","04","30","†","2.0","","-2.0","","0.0","","18.0","","0.0","","0.4","","0.0","","0.4","","221","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-05-01","2020","05","01","†","3.5","","-3.0","","0.3","","17.7","","0.0","","0.0","","0.0","T","0.0","T","218","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-05-02","2020","05","02","†","2.0","","-1.0","","0.5","","17.5","","0.0","","20.9","","2.0","","22.9","","216","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-05-03","2020","05","03","†","2.0","","-5.5","","-1.8","","19.8","","0.0","","6.1","","2.0","","8.1","","217","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-05-04","2020","05","04","†","1.5","","-6.0","","-2.3","","20.3","","0.0","","0.0","","10.0","","10.0","","218","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-05-05","2020","05","05","†","5.0","","-2.5","","1.3","","16.7","","0.0","","9.0","","1.0","","10.0","","228","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-05-06","2020","05","06","†","0.5","","-2.5","","-1.0","","19.0","","0.0","","0.0","","0.0","T","0.0","T","217","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-05-07","2020","05","07","†","9.0","","-3.5","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","215","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-05-08","2020","05","08","†","10.5","","0.5","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","210","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-05-09","2020","05","09","†","11.5","","4.0","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","207","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-05-10","2020","05","10","†","12.5","","6.0","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","201","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-05-11","2020","05","11","†","12.0","","4.5","","8.3","","9.7","","0.0","","0.2","","0.0","","0.2","","197","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-05-12","2020","05","12","†","6.5","","2.5","","4.5","","13.5","","0.0","","0.4","","0.0","","0.4","","195","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-05-13","2020","05","13","†","8.0","","1.0","","4.5","","13.5","","0.0","","5.2","","0.0","","5.2","","188","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-05-14","2020","05","14","†","7.0","","-0.5","","3.3","","14.7","","0.0","","0.3","","0.0","","0.3","","184","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-05-15","2020","05","15","†","7.0","","1.0","","4.0","","14.0","","0.0","","1.4","","0.0","","1.4","","182","","","","",""
"-122.95","50.07","WHISTLER ROUNDHOUSE","1108906","2020-05-16","2020","05","16","†","3.5","","1.0","","2.3","","15.7","","0.0","","9.7","","0.0","","9.7","","177","","","","",""
