Transaction ID,Date,Item,Deposit Amount
106,2020/06/07,Jam,-10.08
107,2020/06/07,Pastry,7.49
108,2020/06/07,Pastry,7.49
109,2020/06/07,Bread,5.92
110,2020/06/07,Cake,8.73
111,2020/06/07,Bread,5.92
112,2020/06/07,Pastry,7.49
113,2020/06/07,Bread,5.92
114,2020/06/07,Coffee,4.37
115,2020/06/07,Bread,5.92
116,2020/06/07,Pastry,7.49
117,2020/06/07,Tea,3.29
118,2020/06/08,Coffee,4.37
119,2020/06/08,Coffee,4.37
120,2020/06/08,Pastry,7.49
121,2020/06/08,Bread,5.92
122,2020/06/08,Tea,3.29
123,2020/06/08,Jam,12.89
124,2020/06/08,Jam,12.89
125,2020/06/08,Cake,8.73
126,2020/06/08,Bread,-1.27
127,2020/06/08,Cake,8.73
128,2020/06/08,Jam,12.89
129,2020/06/08,Pastry,7.49
130,2020/06/08,Bread,5.92
131,2020/06/08,Pastry,7.49
132,2020/06/08,Cake,8.73
133,2020/06/08,Jam,12.89
134,2020/06/08,Tea,3.29
135,2020/06/08,Coffee,4.37
136,2020/06/08,Pastry,7.49
137,2020/06/08,Coffee,4.37
138,2020/06/08,Cake,8.73
139,2020/06/08,Tea,3.29
140,2020/06/08,Cake,8.73
141,2020/06/08,Pastry,7.49
142,2020/06/08,Tea,3.29
143,2020/06/08,Bread,5.92
144,2020/06/08,Tea,3.29
145,2020/06/08,Bread,5.92
146,2020/06/08,Tea,3.29
147,2020/06/08,Bread,5.92
148,2020/06/08,Jam,12.89
149,2020/06/08,Tea,3.29
150,2020/06/08,Bread,5.92
151,2020/06/08,Pastry,7.49
152,2020/06/08,Coffee,4.37
153,2020/06/08,Jam,12.89
154,2020/06/08,Jam,12.89
155,2020/06/08,Cake,8.73
156,2020/06/08,Cake,8.73
157,2020/06/08,Bread,5.92
158,2020/06/08,Pastry,7.49
159,2020/06/08,Pastry,7.49
160,2020/06/08,Cake,8.73
161,2020/06/08,Cake,-2.28
162,2020/06/08,Pastry,7.49
163,2020/06/09,Jam,12.89
164,2020/06/09,Jam,12.89
165,2020/06/09,Cake,8.73
166,2020/06/09,Coffee,4.37
167,2020/06/09,Jam,12.89
168,2020/06/09,Tea,3.29
169,2020/06/09,Jam,12.89
170,2020/06/09,Coffee,4.37
171,2020/06/09,Jam,12.89
172,2020/06/09,Bread,5.92
173,2020/06/09,Tea,3.29
174,2020/06/09,Jam,12.89
175,2020/06/09,Tea,3.29
176,2020/06/09,Tea,3.29
177,2020/06/09,Jam,12.89
178,2020/06/09,Jam,12.89
179,2020/06/09,Cake,8.73
180,2020/06/09,Cake,8.73
181,2020/06/09,Jam,12.89
182,2020/06/09,Tea,3.29
183,2020/06/09,Tea,3.29
184,2020/06/09,Pastry,7.49
185,2020/06/09,Bread,5.92
186,2020/06/09,Bread,5.92
187,2020/06/09,Tea,3.29
188,2020/06/09,Pastry,7.49
189,2020/06/09,Bread,5.92
190,2020/06/09,Cake,8.73
191,2020/06/09,Cake,8.73
192,2020/06/09,Cake,8.73
193,2020/06/09,Jam,12.89
194,2020/06/09,Pastry,7.49
195,2020/06/09,Cake,8.73
196,2020/06/09,Bread,5.92
197,2020/06/09,Pastry,7.49
198,2020/06/09,Coffee,4.37
199,2020/06/09,Jam,12.89
200,2020/06/09,Tea,3.29
201,2020/06/09,Tea,3.29
202,2020/06/09,Cake,8.73
203,2020/06/09,Bread,5.92
204,2020/06/09,Jam,12.89
205,2020/06/09,Pastry,7.49
206,2020/06/09,Pastry,7.49
207,2020/06/09,Coffee,4.37
208,2020/06/09,Cake,8.73
209,2020/06/09,Cake,8.73
210,2020/06/09,Pastry,7.49
211,2020/06/09,Cake,8.73
212,2020/06/09,Coffee,4.37
213,2020/06/09,Coffee,4.37
214,2020/06/09,Coffee,4.37
215,2020/06/09,Bread,5.92
216,2020/06/10,Bread,5.92
217,2020/06/10,Bread,5.92
218,2020/06/10,Bread,5.92
219,2020/06/10,Pastry,7.49
220,2020/06/10,Tea,3.29
221,2020/06/10,Bread,5.92
222,2020/06/10,Tea,3.29
223,2020/06/10,Tea,3.29
224,2020/06/10,Bread,5.92
225,2020/06/10,Jam,12.89
226,2020/06/10,Jam,12.89
227,2020/06/10,Bread,5.92
228,2020/06/10,Coffee,4.37
229,2020/06/10,Coffee,4.37
230,2020/06/10,Cake,8.73
231,2020/06/10,Tea,3.29
232,2020/06/10,Jam,12.89
233,2020/06/10,Cake,8.73
234,2020/06/10,Jam,12.89
235,2020/06/10,Tea,3.29
236,2020/06/10,Cake,8.73
237,2020/06/10,Jam,12.89
238,2020/06/10,Cake,8.73
239,2020/06/10,Tea,3.29
240,2020/06/10,Tea,3.29
241,2020/06/10,Jam,12.89
242,2020/06/10,Pastry,7.49
243,2020/06/10,Coffee,4.37
244,2020/06/10,Pastry,7.49
245,2020/06/10,Coffee,4.37
246,2020/06/10,Pastry,7.49
247,2020/06/10,Coffee,4.37
248,2020/06/10,Pastry,7.49
249,2020/06/10,Tea,3.29
250,2020/06/10,Pastry,7.49
251,2020/06/10,Coffee,4.37
252,2020/06/11,Pastry,7.49
253,2020/06/11,Bread,5.92
254,2020/06/11,Cake,8.73
255,2020/06/11,Bread,5.92
256,2020/06/11,Tea,3.29
257,2020/06/11,Coffee,4.37
258,2020/06/11,Bread,5.92
259,2020/06/11,Cake,8.73
260,2020/06/11,Tea,3.29
261,2020/06/11,Coffee,4.37
262,2020/06/11,Tea,3.29
263,2020/06/11,Jam,12.89
264,2020/06/11,Pastry,7.49
265,2020/06/11,Tea,3.29
266,2020/06/11,Jam,12.89
267,2020/06/11,Bread,5.92
268,2020/06/11,Jam,12.89
269,2020/06/11,Cake,8.73
270,2020/06/11,Coffee,4.37
271,2020/06/11,Jam,12.89
272,2020/06/11,Bread,5.92
273,2020/06/11,Coffee,4.37
274,2020/06/11,Pastry,7.49
275,2020/06/11,Cake,8.73
276,2020/06/11,Tea,3.29
277,2020/06/11,Tea,3.29
278,2020/06/12,Coffee,4.37
279,2020/06/13,Coffee,4.37
280,2020/06/13,Tea,3.29
281,2020/06/13,Tea,3.29
282,2020/06/13,Jam,12.89
283,2020/06/13,Bread,5.92
284,2020/06/13,Cake,8.73
285,2020/06/13,Coffee,4.37
286,2020/06/14,Tea,-0.67
287,2020/06/14,Cake,8.73
288,2020/06/14,Jam,12.89
289,2020/06/14,Cake,8.73
290,2020/06/14,Pastry,7.49
291,2020/06/14,Bread,5.92
292,2020/06/14,Pastry,7.49
293,2020/06/14,Coffee,4.37
294,2020/06/14,Coffee,4.37
295,2020/06/14,Pastry,7.49
296,2020/06/14,Bread,5.92
297,2020/06/14,Coffee,4.37
298,2020/06/14,Bread,5.92
299,2020/06/14,Tea,3.29
300,2020/06/14,Bread,5.92
301,2020/06/14,Coffee,4.37
302,2020/06/14,Pastry,7.49
303,2020/06/14,Jam,12.89
304,2020/06/14,Jam,12.89
305,2020/06/14,Jam,12.89
306,2020/06/14,Jam,12.89
307,2020/06/14,Coffee,1.55
308,2020/06/15,Cake,8.73
309,2020/06/15,Jam,12.89
310,2020/06/15,Pastry,7.49
311,2020/06/15,Cake,8.73
312,2020/06/15,Cake,8.73
313,2020/06/15,Coffee,4.37
314,2020/06/15,Cake,8.73
315,2020/06/15,Bread,5.92
316,2020/06/15,Jam,12.89
317,2020/06/15,Bread,5.92
318,2020/06/15,Jam,12.89
319,2020/06/15,Jam,12.89
320,2020/06/15,Tea,3.29
321,2020/06/15,Jam,12.89
322,2020/06/15,Pastry,7.49
323,2020/06/15,Cake,8.73
324,2020/06/15,Pastry,7.49
325,2020/06/15,Pastry,7.49
326,2020/06/15,Jam,12.89
327,2020/06/15,Coffee,4.37
328,2020/06/15,Pastry,7.49
329,2020/06/15,Jam,12.89
330,2020/06/15,Pastry,7.49
331,2020/06/15,Coffee,4.37
332,2020/06/15,Pastry,7.49
333,2020/06/15,Pastry,7.49
334,2020/06/15,Tea,3.29
335,2020/06/15,Bread,5.92
336,2020/06/15,Jam,12.89
337,2020/06/15,Jam,12.89
338,2020/06/15,Bread,5.92
339,2020/06/15,Cake,8.73
340,2020/06/15,Cake,8.73
341,2020/06/15,Coffee,4.37
342,2020/06/15,Bread,5.92
343,2020/06/15,Cake,8.73
344,2020/06/15,Bread,5.92
345,2020/06/15,Pastry,7.49
346,2020/06/15,Tea,3.29
347,2020/06/15,Jam,12.89
348,2020/06/15,Jam,12.89
349,2020/06/15,Bread,5.92
350,2020/06/15,Bread,5.92
351,2020/06/15,Pastry,7.49
352,2020/06/15,Coffee,4.37
353,2020/06/15,Tea,3.29
354,2020/06/15,Jam,12.89
355,2020/06/15,Tea,3.29
356,2020/06/15,Pastry,7.49
357,2020/06/15,Bread,5.92
358,2020/06/16,Jam,12.89
359,2020/06/16,Jam,12.89
360,2020/06/16,Jam,12.89
361,2020/06/16,Pastry,7.49
362,2020/06/16,Tea,3.29
363,2020/06/16,Pastry,7.49
364,2020/06/16,Cake,8.73
365,2020/06/16,Cake,8.73
366,2020/06/16,Pastry,7.49
367,2020/06/16,Tea,3.29
368,2020/06/16,Tea,3.29
369,2020/06/16,Coffee,4.37
370,2020/06/16,Cake,8.73
371,2020/06/16,Bread,-3.08
372,2020/06/16,Pastry,7.49
373,2020/06/16,Tea,3.29
374,2020/06/16,Bread,5.92
375,2020/06/16,Pastry,7.49
376,2020/06/16,Tea,3.29
377,2020/06/16,Tea,3.29
378,2020/06/16,Jam,12.89
379,2020/06/16,Cake,8.73
380,2020/06/16,Cake,8.73
381,2020/06/16,Jam,12.89
382,2020/06/16,Bread,5.92
383,2020/06/16,Pastry,7.49
384,2020/06/16,Cake,8.73
385,2020/06/16,Coffee,4.37
386,2020/06/16,Pastry,7.49
387,2020/06/16,Coffee,4.37
388,2020/06/16,Cake,8.73
389,2020/06/16,Cake,8.73
390,2020/06/16,Coffee,4.37
391,2020/06/16,Bread,5.92
392,2020/06/16,Cake,8.73
393,2020/06/16,Bread,5.92
394,2020/06/16,Jam,12.89
395,2020/06/16,Coffee,4.37
396,2020/06/16,Bread,5.92
397,2020/06/16,Bread,5.92
398,2020/06/16,Bread,5.92
399,2020/06/16,Coffee,4.37
400,2020/06/16,Jam,12.89
401,2020/06/16,Jam,12.89
402,2020/06/16,Jam,12.89
403,2020/06/16,Tea,3.29
404,2020/06/16,Tea,3.29
405,2020/06/16,Cake,8.73
406,2020/06/16,Bread,5.92
407,2020/06/16,Pastry,7.49
408,2020/06/16,Tea,3.29
409,2020/06/16,Pastry,7.49
410,2020/06/16,Coffee,4.37
411,2020/06/16,Cake,8.73
412,2020/06/16,Cake,8.73
413,2020/06/16,Bread,5.92
414,2020/06/16,Pastry,7.49
415,2020/06/16,Cake,8.73
416,2020/06/16,Cake,8.73
417,2020/06/16,Jam,12.89
418,2020/06/16,Bread,5.92
419,2020/06/16,Pastry,7.49
420,2020/06/16,Bread,5.92
421,2020/06/16,Bread,5.92
422,2020/06/16,Coffee,4.37
423,2020/06/16,Coffee,4.37
424,2020/06/16,Tea,3.29
425,2020/06/16,Tea,3.29
426,2020/06/16,Tea,3.29
427,2020/06/16,Coffee,4.37
428,2020/06/16,Jam,12.89
429,2020/06/16,Coffee,4.37
430,2020/06/16,Coffee,4.37
431,2020/06/16,Bread,5.92
432,2020/06/16,Pastry,7.49
433,2020/06/16,Jam,12.89
434,2020/06/16,Cake,8.73
435,2020/06/16,Jam,12.89
436,2020/06/16,Cake,8.73
437,2020/06/16,Pastry,7.49
438,2020/06/16,Pastry,7.49
439,2020/06/16,Cake,8.73
440,2020/06/16,Tea,3.29
441,2020/06/16,Tea,3.29
442,2020/06/16,Bread,5.92
443,2020/06/16,Pastry,7.49
444,2020/06/16,Pastry,7.49
445,2020/06/17,Jam,12.89
446,2020/06/17,Coffee,4.37
447,2020/06/17,Pastry,7.49
448,2020/06/17,Cake,8.73
449,2020/06/17,Cake,8.73
450,2020/06/17,Tea,3.29
451,2020/06/17,Tea,3.29
452,2020/06/17,Pastry,7.49
453,2020/06/17,Bread,5.92
454,2020/06/17,Cake,8.73
455,2020/06/17,Pastry,7.49
456,2020/06/17,Bread,5.92
457,2020/06/17,Bread,5.92
458,2020/06/17,Cake,8.73
459,2020/06/17,Tea,3.29
460,2020/06/17,Cake,8.73
461,2020/06/17,Jam,12.89
462,2020/06/17,Coffee,4.37
463,2020/06/17,Pastry,7.49
464,2020/06/18,Cake,8.73
465,2020/06/18,Cake,8.73
466,2020/06/18,Bread,5.92
467,2020/06/18,Pastry,7.49
468,2020/06/18,Jam,12.89
469,2020/06/18,Jam,12.89
470,2020/06/18,Bread,5.92
471,2020/06/18,Tea,0.67
472,2020/06/18,Tea,3.29
473,2020/06/18,Jam,12.89
474,2020/06/18,Bread,5.92
475,2020/06/18,Bread,5.92
476,2020/06/18,Jam,12.89
477,2020/06/18,Bread,5.92
478,2020/06/18,Jam,12.89
479,2020/06/18,Jam,12.89
480,2020/06/18,Bread,5.92
481,2020/06/18,Bread,-1.35
482,2020/06/18,Bread,5.92
483,2020/06/18,Cake,8.73
484,2020/06/18,Tea,3.29
485,2020/06/18,Pastry,7.49
486,2020/06/18,Tea,3.29
487,2020/06/18,Pastry,7.49
488,2020/06/18,Jam,12.89
489,2020/06/18,Pastry,7.49
490,2020/06/18,Bread,5.92
491,2020/06/18,Pastry,7.49
492,2020/06/18,Cake,8.73
493,2020/06/18,Pastry,7.49
494,2020/06/18,Tea,3.29
495,2020/06/18,Pastry,7.49
496,2020/06/18,Coffee,4.37
497,2020/06/18,Coffee,4.37
498,2020/06/18,Coffee,4.37
499,2020/06/18,Jam,12.89
500,2020/06/19,Bread,5.92
501,2020/06/19,Tea,3.29
502,2020/06/19,Coffee,4.37
503,2020/06/19,Pastry,7.49
504,2020/06/19,Coffee,4.37
505,2020/06/19,Bread,5.92
506,2020/06/19,Cake,8.73
507,2020/06/19,Bread,5.92
508,2020/06/19,Pastry,7.49
509,2020/06/19,Cake,8.73
510,2020/06/19,Bread,5.92
511,2020/06/19,Tea,3.29
512,2020/06/19,Tea,3.29
513,2020/06/19,Cake,8.73
514,2020/06/19,Bread,5.92
515,2020/06/19,Tea,3.29
516,2020/06/19,Tea,3.29
517,2020/06/19,Bread,5.92
518,2020/06/19,Tea,3.29
519,2020/06/19,Cake,8.73
520,2020/06/19,Cake,8.73
521,2020/06/19,Cake,8.73
522,2020/06/19,Tea,3.29
523,2020/06/19,Pastry,7.49
524,2020/06/19,Tea,3.29
525,2020/06/19,Tea,3.29
526,2020/06/19,Pastry,7.49
527,2020/06/19,Coffee,4.37
528,2020/06/19,Jam,12.89
529,2020/06/19,Coffee,4.37
530,2020/06/19,Pastry,7.49
531,2020/06/19,Pastry,7.49
532,2020/06/19,Pastry,7.49
533,2020/06/19,Jam,12.89
534,2020/06/19,Jam,12.89
535,2020/06/19,Bread,5.92
536,2020/06/19,Cake,8.73
537,2020/06/19,Coffee,4.37
538,2020/06/19,Cake,8.73
539,2020/06/19,Cake,8.73
540,2020/06/19,Jam,12.89
541,2020/06/19,Tea,3.29
542,2020/06/19,Tea,3.29
543,2020/06/19,Cake,8.73
544,2020/06/20,Bread,5.92
545,2020/06/20,Tea,3.29
546,2020/06/20,Coffee,4.37
547,2020/06/20,Cake,8.73
548,2020/06/20,Cake,8.73
549,2020/06/20,Jam,12.89
550,2020/06/20,Tea,3.29
551,2020/06/20,Pastry,7.49
552,2020/06/20,Bread,5.92
553,2020/06/20,Cake,8.73
554,2020/06/20,Pastry,7.49
555,2020/06/20,Jam,12.89
556,2020/06/20,Jam,12.89
557,2020/06/20,Cake,8.73
558,2020/06/20,Pastry,7.49
559,2020/06/20,Cake,8.73
560,2020/06/20,Jam,12.89
561,2020/06/20,Pastry,7.49
562,2020/06/20,Pastry,7.49
563,2020/06/20,Jam,12.89
564,2020/06/20,Pastry,7.49
565,2020/06/20,Tea,3.29
566,2020/06/20,Coffee,4.37
567,2020/06/20,Cake,8.73
568,2020/06/20,Bread,5.92
569,2020/06/20,Tea,3.29
570,2020/06/20,Coffee,4.37
571,2020/06/20,Tea,3.29
572,2020/06/20,Jam,12.89
573,2020/06/20,Cake,8.73
574,2020/06/20,Bread,5.92
575,2020/06/20,Tea,-0.99
576,2020/06/20,Pastry,7.49
577,2020/06/20,Bread,5.92
578,2020/06/20,Jam,12.89
579,2020/06/20,Tea,3.29
580,2020/06/20,Cake,8.73
581,2020/06/20,Bread,5.92
582,2020/06/20,Bread,5.92
583,2020/06/20,Tea,3.29
584,2020/06/20,Tea,3.29
585,2020/06/20,Tea,3.29
586,2020/06/20,Bread,5.92
587,2020/06/20,Jam,12.89
588,2020/06/20,Pastry,7.49
589,2020/06/20,Jam,12.89
590,2020/06/20,Coffee,4.37
591,2020/06/20,Jam,12.89
592,2020/06/20,Pastry,7.49
593,2020/06/20,Tea,3.29
594,2020/06/20,Cake,8.73
595,2020/06/20,Jam,12.89
596,2020/06/20,Tea,3.29
597,2020/06/20,Cake,8.73
598,2020/06/20,Bread,5.92
599,2020/06/20,Coffee,4.37
600,2020/06/20,Jam,12.89
601,2020/06/20,Cake,8.73
602,2020/06/20,Cake,8.73
603,2020/06/21,Pastry,7.49
604,2020/06/21,Bread,5.92
605,2020/06/21,Pastry,-4.56
606,2020/06/21,Cake,8.73
607,2020/06/21,Tea,3.29
608,2020/06/21,Pastry,7.49
609,2020/06/21,Bread,5.92
610,2020/06/21,Cake,8.73
611,2020/06/21,Cake,8.73
612,2020/06/21,Cake,8.73
613,2020/06/21,Pastry,7.49
614,2020/06/21,Tea,3.29
615,2020/06/21,Cake,8.73
616,2020/06/21,Coffee,4.37
617,2020/06/21,Pastry,1.87
618,2020/06/21,Coffee,4.37
619,2020/06/21,Pastry,7.49
620,2020/06/21,Tea,3.29
621,2020/06/21,Jam,12.89
622,2020/06/21,Jam,12.89
623,2020/06/21,Jam,12.89
624,2020/06/21,Bread,5.92
625,2020/06/21,Jam,12.89
626,2020/06/21,Jam,12.89
627,2020/06/21,Pastry,7.49
628,2020/06/21,Bread,5.92
629,2020/06/21,Pastry,7.49
630,2020/06/21,Tea,3.29
631,2020/06/21,Jam,12.89
632,2020/06/21,Bread,5.92
633,2020/06/21,Bread,5.92
634,2020/06/21,Tea,3.29
635,2020/06/21,Pastry,7.49
636,2020/06/21,Pastry,7.49
637,2020/06/21,Bread,5.92
638,2020/06/21,Jam,12.89
639,2020/06/21,Jam,12.89
640,2020/06/21,Tea,3.29
641,2020/06/21,Cake,8.73
642,2020/06/21,Jam,12.89
643,2020/06/21,Cake,8.73
644,2020/06/21,Jam,12.89
645,2020/06/21,Bread,5.92
646,2020/06/21,Pastry,7.49
647,2020/06/21,Tea,3.29
648,2020/06/21,Cake,8.73
649,2020/06/21,Cake,8.73
650,2020/06/21,Tea,3.29
651,2020/06/21,Bread,5.92
652,2020/06/21,Jam,12.89
653,2020/06/21,Tea,2.19
654,2020/06/21,Bread,5.92
655,2020/06/22,Tea,3.29
656,2020/06/22,Bread,5.92
657,2020/06/22,Bread,5.92
658,2020/06/22,Coffee,4.37
659,2020/06/22,Tea,3.29
660,2020/06/22,Coffee,4.37
661,2020/06/22,Coffee,4.37
662,2020/06/22,Cake,8.73
663,2020/06/22,Coffee,4.37
664,2020/06/22,Tea,3.29
665,2020/06/22,Cake,8.73
666,2020/06/22,Tea,3.29
667,2020/06/22,Coffee,4.37
668,2020/06/22,Bread,5.92
669,2020/06/22,Pastry,7.49
670,2020/06/22,Jam,12.89
671,2020/06/22,Pastry,7.49
672,2020/06/22,Cake,8.73
673,2020/06/22,Pastry,7.49
674,2020/06/22,Bread,5.92
675,2020/06/22,Jam,12.89
676,2020/06/22,Cake,8.73
677,2020/06/22,Bread,5.92
678,2020/06/22,Pastry,7.49
679,2020/06/22,Jam,12.89
680,2020/06/22,Coffee,4.37
681,2020/06/22,Tea,3.29
682,2020/06/22,Jam,12.89
683,2020/06/22,Cake,8.73
684,2020/06/22,Cake,8.73
685,2020/06/22,Cake,8.73
686,2020/06/22,Cake,8.73
687,2020/06/22,Pastry,7.49
688,2020/06/22,Coffee,4.37
689,2020/06/22,Coffee,4.37
690,2020/06/22,Bread,5.92
691,2020/06/22,Bread,5.92
692,2020/06/22,Coffee,4.37
693,2020/06/22,Pastry,7.49
694,2020/06/22,Jam,12.89
695,2020/06/22,Bread,5.92
696,2020/06/22,Cake,8.73
697,2020/06/22,Bread,5.92
698,2020/06/22,Pastry,-3.06
699,2020/06/22,Tea,3.29
700,2020/06/22,Jam,12.89
701,2020/06/22,Jam,12.89
702,2020/06/22,Cake,8.73
703,2020/06/22,Pastry,7.49
704,2020/06/22,Jam,12.89
705,2020/06/22,Tea,3.29
706,2020/06/22,Tea,3.29
707,2020/06/22,Bread,5.92
708,2020/06/22,Pastry,7.49
709,2020/06/22,Coffee,4.37
710,2020/06/22,Bread,5.92
711,2020/06/22,Pastry,7.49
712,2020/06/22,Tea,3.29
713,2020/06/22,Pastry,7.49
714,2020/06/22,Bread,5.92
715,2020/06/22,Tea,3.29
716,2020/06/22,Coffee,4.37
717,2020/06/22,Cake,8.73
718,2020/06/22,Cake,8.73
719,2020/06/22,Jam,12.89
720,2020/06/22,Tea,3.29
721,2020/06/22,Jam,12.89
722,2020/06/22,Tea,3.29
723,2020/06/22,Bread,5.92
724,2020/06/22,Coffee,4.37
725,2020/06/22,Cake,8.73
726,2020/06/22,Jam,12.89
727,2020/06/22,Coffee,4.37
728,2020/06/22,Coffee,4.37
729,2020/06/22,Jam,12.89
730,2020/06/22,Tea,3.29
731,2020/06/22,Jam,12.89
732,2020/06/22,Bread,5.92
733,2020/06/22,Coffee,4.37
734,2020/06/22,Jam,12.89
735,2020/06/22,Tea,3.29
736,2020/06/22,Pastry,7.49
737,2020/06/22,Pastry,7.49
738,2020/06/22,Jam,12.89
739,2020/06/22,Coffee,4.37
740,2020/06/22,Coffee,4.37
741,2020/06/22,Pastry,7.49
742,2020/06/22,Bread,5.92
743,2020/06/22,Jam,12.89
744,2020/06/22,Cake,8.73
745,2020/06/22,Cake,8.73
746,2020/06/22,Cake,8.73
747,2020/06/22,Tea,3.29
748,2020/06/22,Jam,12.89
749,2020/06/22,Coffee,4.37
750,2020/06/22,Coffee,4.37
751,2020/06/22,Tea,3.29
752,2020/06/22,Cake,8.73
753,2020/06/22,Jam,12.89
754,2020/06/22,Bread,5.92
755,2020/06/22,Bread,-2.10
756,2020/06/22,Tea,3.29
757,2020/06/22,Jam,12.89
758,2020/06/22,Coffee,4.37
759,2020/06/22,Tea,3.29
760,2020/06/22,Coffee,4.37
761,2020/06/22,Jam,12.89
762,2020/06/22,Bread,5.92
763,2020/06/22,Coffee,4.37
764,2020/06/22,Pastry,7.49
765,2020/06/22,Cake,8.73
766,2020/06/22,Tea,3.29
767,2020/06/22,Pastry,7.49
768,2020/06/22,Cake,8.73
769,2020/06/23,Coffee,4.37
770,2020/06/23,Cake,8.73
771,2020/06/23,Tea,3.29
772,2020/06/23,Bread,5.92
773,2020/06/23,Pastry,7.49
774,2020/06/23,Pastry,7.49
775,2020/06/23,Pastry,7.49
776,2020/06/24,Cake,8.73
777,2020/06/24,Jam,12.89
778,2020/06/24,Tea,3.29
779,2020/06/24,Coffee,4.37
780,2020/06/24,Tea,3.29
781,2020/06/24,Pastry,7.49
782,2020/06/24,Jam,12.89
783,2020/06/24,Jam,12.89
784,2020/06/24,Bread,5.92
785,2020/06/24,Coffee,4.37
786,2020/06/24,Pastry,7.49
787,2020/06/24,Cake,8.73
788,2020/06/24,Pastry,7.49
789,2020/06/25,Bread,5.92
790,2020/06/25,Jam,12.89
791,2020/06/26,Jam,12.89
792,2020/06/26,Jam,12.89
793,2020/06/26,Bread,5.92
794,2020/06/26,Coffee,4.37
795,2020/06/26,Tea,3.29
796,2020/06/26,Bread,5.92
797,2020/06/26,Pastry,7.49
798,2020/06/26,Cake,8.73
799,2020/06/26,Pastry,7.49
800,2020/06/26,Coffee,4.37
801,2020/06/26,Bread,5.92
802,2020/06/26,Tea,3.29
803,2020/06/26,Jam,12.89
804,2020/06/26,Tea,3.29
